"","x"
"1",0.261984320637885
"2",0.567769754366343
"3",-5.16782635422066
"4",-4.74292281631574
"5",0.0878109218355616
"6",1.8287391635259
"7",-1.59917457774794
"8",-0.26836705380134
"9",2.4636059579872
"10",-1.37326768962996
"11",0.447554644493124
"12",-0.230180226798928
"13",-1.46424755727876
"14",0.646910414198613
"15",0.898511342493068
"16",2.24818802937066
"17",3.19122987028472
"18",-4.25234552552676
"19",-3.41992025822593
"20",-1.15257832295687
"21",-0.161610153005921
"22",1.15681564650233
"23",-0.311877739500589
"24",-0.741190757351708
"25",-1.60947855021057
"26",-1.1727350581404
"27",0.959642156690808
"28",0.208371502006492
"29",0.680736559396946
"30",1.28055047734668
"31",2.5751978850008
"32",0.825985317287091
"33",-0.2638369617735
"34",1.22703233909645
"35",2.255284070863
"36",0.432580051480064
"37",2.04068646042405
"38",1.29093866987434
"39",-1.48749947867121
"40",-1.13403444517698
"41",1.30495675785238
"42",1.82890424247821
"43",1.19116668596634
"44",-3.29966398037627
"45",-2.79452983982855
"46",-0.132001839183319
"47",-1.36759888975919
"48",2.18074224327672
"49",2.09117973729193
"50",1.50690092577061
"51",1.72228670368658
"52",0.770621174560212
"53",-0.375976596770227
"54",-0.722039450984019
"55",-1.71308712978886
"56",-0.167776300638763
"57",-0.660417695550559
"58",-0.47690456915215
"59",0.252156196060796
"60",3.11549001696829
"61",0.710401285631687
"62",0.46241214029513
"63",1.3785755421966
"64",-1.97550130311392
"65",-0.94663898165017
"66",2.38812560897152
"67",2.70484480713487
"68",-0.218847049317867
"69",-1.8571808696175
"70",-0.0171554522321071
"71",-2.75127204890292
"72",-1.30465957947288
"73",1.70603631631127
"74",0.03136207015536
"75",-1.29050163000494
"76",-1.60317477205699
"77",1.34399268451463
"78",0.427993335270209
"79",2.04861152903791
"80",2.40527794645775
"81",-0.0403643785886312
"82",1.80342876103356
"83",0.241392605596585
"84",0.196792742007474
"85",0.231150776417551
"86",-0.656931971883778
"87",0.441394213480611
"88",0.175089137809713
"89",0.112159132039335
"90",-2.32769766090344
"91",-3.56746068175662
"92",-1.16466858568056
"93",0.375581262130105
"94",0.562751869629517
"95",-0.166743620616063
"96",-0.876770085147291
"97",2.5611879751573
"98",2.75975041124983
"99",-1.07690865250774
"100",-3.26970573109151
"101",0.609184513594513
"102",0.956101370798004
